gene	Chimp.Mean.Expression	Chimp.Overdispersion	Chimp.theta.se	Chimp.Mean.Log2RPKM	Human.Mean.Expression	Human.Overdispersion	Human.theta.se	Human.Mean.Log2RPKM	Chimp.Residual	Human.Residual
ENSG00000115364	-18.2183377424153	0.0317675029476115	8.29849814394983	3.49431151936288	-18.4325623103877	0.114021625971441	1.99730330009094	3.07894449701532	-1.04155649419872	0.344763374697511
ENSG00000005436	-19.3581096572399	0.0827844462474034	3.14753356779907	1.81459792843264	-19.424993387281	0.0494070837521259	4.83417902928094	1.6980843977093	-0.44057864887022	-0.709660949606258
ENSG00000162951	-21.8468508366628	0.72230771886609	0.335758022096346	-2.18964875519027	-22.5345913436351	0.387252161204048	0.652022947409403	-2.92344775387407	0.640938732475641	0.0694408293903737
ENSG00000163541	-15.6748021081995	0.0864929200028945	2.9454033746501	7.12261059764493	-16.2221585304202	0.0706660261249953	3.2143552604831	6.29794292633899	0.0853698543545347	-0.131009522275844
ENSG00000186854	-21.3469843345261	0.372898950056827	0.667649524921637	-1.25456307111487	-22.9960304540607	0.206567117056423	1.39681377836087	-3.46983359626563	0.179047422444338	-0.713432683750843
ENSG00000034510	-13.8817726368123	0.221786699103477	1.12425228139839	9.60710361226204	-14.2621793335941	0.155077142530677	1.44468852261849	9.06251612197177	0.903414313157373	0.486202529326802
ENSG00000176407	-18.0865169497851	0.0162423937570083	16.18175783561	3.694901082707	-18.3347804219179	0.0157754478969115	14.9986661367866	3.2899517475945	-1.69121736708007	-1.62501652915354
ENSG00000152284	-18.9908689805594	0.324368259857055	0.760093865936419	2.16044461032951	-18.7905614609786	0.110386960259252	2.07079549005773	2.56592609508453	1.06702814689023	0.259553895693784
ENSG00000152291	-17.2116429944706	0.0159124344811042	16.3680256032592	4.95756443359548	-17.0986305362694	0.0300056312213521	7.66129236550881	5.06317584099124	-1.64377128132524	-0.965039885344368
ENSG00000042445	-18.6752081777598	0.0900329474825962	2.85992838302524	2.79405623283999	-17.7873252759684	0.106260300766629	2.13644153775726	4.01414572465564	-0.110631882201456	0.306997293356243
