P	gene
0.5692	ENSG00000128052
0.6282	ENSG00000157404
0.6056	ENSG00000134853
0.2336	ENSG00000109220
0.1259	ENSG00000072201
0.7019	ENSG00000184178
0.0603	ENSG00000128045
0.7241	ENSG00000226887
0.9351	ENSG00000226950
0.8367	ENSG00000248866
0.0209	ENSG00000109189
0.193	ENSG00000163071
0.7967	ENSG00000163069
0.5406	ENSG00000188993
0.3459	ENSG00000109184
0.276	ENSG00000145247
0.5095	ENSG00000109180
0.9379	ENSG00000075539
0.5568	ENSG00000109171
0.702	ENSG00000145244
0.0002	ENSG00000282917
0.7429	ENSG00000145246
0.0373	ENSG00000169019
0.2941	ENSG00000260918
0.0213	ENSG00000109158
0.7332	ENSG00000138639
0.6845	ENSG00000109339
0.2167	ENSG00000163629
0.011	ENSG00000145283
0.0132	ENSG00000163633
0.241	ENSG00000172493
0.6917	ENSG00000145332
0.7389	ENSG00000198189
0.1861	ENSG00000170502
0.8773	ENSG00000152583
0.0006	ENSG00000183199
0.1303	ENSG00000118785
0.0745	ENSG00000118762
0.0582	ENSG00000118777
0.0512	ENSG00000163644
0.0012	ENSG00000246375
0.176	ENSG00000138642
0.4698	ENSG00000138646
0.675	ENSG00000145337
0.6858	ENSG00000138641
0.1178	ENSG00000177432
0.4613	ENSG00000248019
0.1689	ENSG00000138640
0.338	ENSG00000180346
0.4422	ENSG00000185477
0.3063	ENSG00000145335
0.1288	ENSG00000138722
0.9387	ENSG00000184305
0.2584	ENSG00000163104
0.3995	ENSG00000163110
0.0147	ENSG00000138696
0.5496	ENSG00000182168
0.1939	ENSG00000138698
0.0924	ENSG00000168785
0.5419	ENSG00000151247
0.2379	ENSG00000164024
0.328	ENSG00000197894
0.1882	ENSG00000196616
0.0528	ENSG00000248144
0.0827	ENSG00000145331
0.929	ENSG00000138823
0.7524	ENSG00000248713
0.0528	ENSG00000070190
0.6657	ENSG00000109270
0.7043	ENSG00000164031
0.1156	ENSG00000164032
0.0041	ENSG00000145358
0.5929	ENSG00000164035
0.0001	ENSG00000138814
0.5781	ENSG00000254531
0.1109	ENSG00000153064
0.4216	ENSG00000138821
0.1108	ENSG00000109320
0.3621	ENSG00000109323
0.2704	ENSG00000109332
0.6683	ENSG00000246560
0.8402	ENSG00000145354
0.4054	ENSG00000164038
0.228	ENSG00000164039
0.0126	ENSG00000138778
0.7337	ENSG00000168772
0.6457	ENSG00000168769
0.0477	ENSG00000138777
0.3437	ENSG00000138785
0.1851	ENSG00000138780
0.0746	ENSG00000168743
0.4584	ENSG00000145348
0.0458	ENSG00000164022
0.0052	ENSG00000138801
0.8206	ENSG00000164023
0.0919	ENSG00000155016
0.0053	ENSG00000138796
0.1375	ENSG00000138795
0.1138	ENSG00000109475
0.0001	ENSG00000198856
0.595	ENSG00000164089
0.616	ENSG00000138802
0.2775	ENSG00000005059
0.9027	ENSG00000138794
0.0003	ENSG00000123739
0.242	ENSG00000205403
0.8754	ENSG00000109534
0.9836	ENSG00000138798
0.3912	ENSG00000170522
0.3158	ENSG00000138792
0.9172	ENSG00000174749
0.9229	ENSG00000138660
0.0838	ENSG00000272567
0.0635	ENSG00000145365
0.2443	ENSG00000073331
0.0293	ENSG00000138658
0.0157	ENSG00000174720
0.1841	ENSG00000249532
0.3015	ENSG00000145362
0.586	ENSG00000145349
0.9668	ENSG00000174599
0.0001	ENSG00000269893
0.0915	ENSG00000145388
0.6633	ENSG00000150961
0.3274	ENSG00000172403
0.2778	ENSG00000172399
0.001	ENSG00000145390
0.1294	ENSG00000164096
0.0002	ENSG00000145384
0.1415	ENSG00000245958
0.9395	ENSG00000138735
0.3834	ENSG00000250392
0.8468	ENSG00000138738
0.1541	ENSG00000173376
0.8725	ENSG00000186867
0.3234	ENSG00000164111
0.0126	ENSG00000164112
0.6102	ENSG00000123737
0.7306	ENSG00000145386
0.0435	ENSG00000138686
0.364	ENSG00000138688
0.3521	ENSG00000181004
0.3652	ENSG00000138685
0.1532	ENSG00000273007
0.4396	ENSG00000164056
0.0003	ENSG00000249464
0.1041	ENSG00000151458
0.7433	ENSG00000196159
0.0002	ENSG00000164066
0.3983	ENSG00000164070
0.0002	ENSG00000142731
0.5446	ENSG00000164073
0.6346	ENSG00000164074
0.7337	ENSG00000138709
0.0361	ENSG00000164040
0.1313	ENSG00000251432
0.7125	ENSG00000077684
0.2831	ENSG00000151466
0.2317	ENSG00000151470
0.1463	ENSG00000254535
0.8844	ENSG00000189184
0.3596	ENSG00000151014
0.413	ENSG00000109381
0.209	ENSG00000109390
0.46	ENSG00000164134
0.5638	ENSG00000145391
0.0008	ENSG00000085871
0.9022	ENSG00000196782
0.0001	ENSG00000153130
0.0451	ENSG00000196951
0.3208	ENSG00000153132
0.4631	ENSG00000179387
0.2212	ENSG00000109436
0.2512	ENSG00000170153
0.4198	ENSG00000109445
0.4198	ENSG00000248810
0.154	ENSG00000164136
0.6079	ENSG00000109452
0.09	ENSG00000170185
0.5013	ENSG00000109458
0.533	ENSG00000153147
0.0001	ENSG00000164162
0.255	ENSG00000164163
0.2094	ENSG00000164164
0.2134	ENSG00000170365
0.0482	ENSG00000151612
0.3216	ENSG00000164167
0.6931	ENSG00000120519
0.074	ENSG00000151617
0.5239	ENSG00000280219
0.8529	ENSG00000164168
0.2861	ENSG00000164169
0.1941	ENSG00000071205
0.0484	ENSG00000151623
0.9897	ENSG00000170390
0.0144	ENSG00000198589
0.0061	ENSG00000145425
0.659	ENSG00000109686
0.0066	ENSG00000164142
0.8544	ENSG00000278978
0.0376	ENSG00000059691
0.1744	ENSG00000109670
0.2331	ENSG00000170006
0.0089	ENSG00000164144
0.2055	ENSG00000137460
0.8171	ENSG00000109654
0.2555	ENSG00000121210
0.9007	ENSG00000137462
0.1466	ENSG00000145428
0.4398	ENSG00000145423
0.4586	ENSG00000171566
0.4794	ENSG00000171560
0.0212	ENSG00000121207
0.8296	ENSG00000164114
0.6748	ENSG00000164116
0.0741	ENSG00000260244
0.0535	ENSG00000061918
0.084	ENSG00000256043
0.7718	ENSG00000145431
0.0589	ENSG00000109738
0.306	ENSG00000164125
0.0001	ENSG00000248429
0.5573	ENSG00000164124
0.2554	ENSG00000205208
0.367	ENSG00000171503
0.4916	ENSG00000171497
0.5742	ENSG00000052795
0.671	ENSG00000109756
0.3204	ENSG00000145414
0.0777	ENSG00000164128
0.6663	ENSG00000198498
0.397	ENSG00000145416
0.0187	ENSG00000248329
0.5322	ENSG00000170088
0.1003	ENSG00000109466
0.0838	ENSG00000052802
0.9466	ENSG00000109472
0.6434	ENSG00000196104
0.1051	ENSG00000137628
0.9093	ENSG00000181381
0.1608	ENSG00000129116
0.4523	ENSG00000145439
0.4376	ENSG00000154447
0.0659	ENSG00000137601
0.207	ENSG00000109572
0.1941	ENSG00000198948
0.572	ENSG00000109576
0.2904	ENSG00000109586
0.5374	ENSG00000164104
0.264	ENSG00000164105
0.3803	ENSG00000164107
0.5692	ENSG00000237125
0.0003	ENSG00000250708
0.234	ENSG00000164117
0.975	ENSG00000164118
0.1157	ENSG00000150625
0.0226	ENSG00000164122
0.6644	ENSG00000129128
0.4715	ENSG00000150630
0.8947	ENSG00000038002
0.0188	ENSG00000249460
0.0449	ENSG00000177822
0.0173	ENSG00000218336
0.3558	ENSG00000129187
0.2735	ENSG00000151718
0.0966	ENSG00000168564
0.0535	ENSG00000182552
0.4769	ENSG00000168538
0.1083	ENSG00000173320
0.056	ENSG00000249096
0.5204	ENSG00000168310
0.2961	ENSG00000271646
0.0171	ENSG00000164305
0.9523	ENSG00000164306
0.0406	ENSG00000151725
0.4864	ENSG00000151726
0.1152	ENSG00000151729
0.0417	ENSG00000164323
0.6196	ENSG00000109762
0.0031	ENSG00000109771
0.3903	ENSG00000186352
0.1014	ENSG00000109775
0.1899	ENSG00000168491
0.0873	ENSG00000154553
0.145	ENSG00000154556
0.0274	ENSG00000233110
0.1411	ENSG00000235902
0.5287	ENSG00000164342
0.0159	ENSG00000109794
0.1229	ENSG00000145476
0.0002	ENSG00000164344
0.2812	ENSG00000083857
0.718	ENSG00000179046
0.0876	ENSG00000153404
0.018	ENSG00000185028
0.0055	ENSG00000261434
0.3263	ENSG00000249915
0.0001	ENSG00000180104
0.0072	ENSG00000188242
0.0024	ENSG00000225138
0.9138	ENSG00000171368
0.0045	ENSG00000188818
0.0056	ENSG00000028310
0.8965	ENSG00000145506
0.244	ENSG00000113504
0.6817	ENSG00000153395
0.6472	ENSG00000145494
0.2288	ENSG00000113430
0.0827	ENSG00000249116
0.8746	ENSG00000170561
0.8161	ENSG00000186493
0.5725	ENSG00000164151
0.4841	ENSG00000133398
0.6327	ENSG00000215218
0.0022	ENSG00000250056
0.6408	ENSG00000037474
0.8374	ENSG00000145545
0.7437	ENSG00000112941
0.3226	ENSG00000124275
0.2755	ENSG00000124279
0.049	ENSG00000247516
0.1038	ENSG00000112902
0.0138	ENSG00000250786
0.5368	ENSG00000150756
0.0574	ENSG00000150753
0.8205	ENSG00000164237
0.0007	ENSG00000145495
0.0619	ENSG00000164236
0.0129	ENSG00000112977
0.5364	ENSG00000169862
0.008	ENSG00000038382
0.9774	ENSG00000145569
0.5529	ENSG00000154124
0.0002	ENSG00000154122
0.0335	ENSG00000183580
0.0007	ENSG00000183654
0.8921	ENSG00000250981
0.4229	ENSG00000249737
0.078	ENSG00000173545
0.3142	ENSG00000154153
0.9001	ENSG00000145555
0.336	ENSG00000176788
0.4523	ENSG00000240785
0.0528	ENSG00000118985
0.1516	ENSG00000164292
0.7929	ENSG00000173221
0.748	ENSG00000164291
0.1654	ENSG00000198677
0.7955	ENSG00000153347
0.6842	ENSG00000175471
0.5956	ENSG00000133302
0.9451	ENSG00000185261
0.4629	ENSG00000113391
0.0969	ENSG00000175745
0.3242	ENSG00000237187
0.5104	ENSG00000113369
0.0261	ENSG00000176018
0.0025	ENSG00000113356
0.0056	ENSG00000176055
0.0001	ENSG00000153140
0.5094	ENSG00000081189
0.8693	ENSG00000247828
0.978	ENSG00000164180
0.2	ENSG00000134480
0.4818	ENSG00000145715
0.2172	ENSG00000272367
0.0572	ENSG00000127184
0.4025	ENSG00000164176
0.0235	ENSG00000145681
0.765	ENSG00000038427
0.0031	ENSG00000152422
0.8703	ENSG00000174695
0.8606	ENSG00000205464
0.0286	ENSG00000186468
0.0474	ENSG00000152348
0.7655	ENSG00000145687
0.5735	ENSG00000131732
0.049	ENSG00000131730
0.2611	ENSG00000113319
0.8881	ENSG00000113318
0.2285	ENSG00000249042
0.2478	ENSG00000039319
0.1801	ENSG00000164300
0.605	ENSG00000249825
0.5484	ENSG00000113296
0.2169	ENSG00000177034
0.0317	ENSG00000164309
0.5449	ENSG00000164329
0.886	ENSG00000152413
0.712	ENSG00000152409
0.9652	ENSG00000132837
0.9051	ENSG00000132840
0.2622	ENSG00000113273
0.6004	ENSG00000145685
0.0006	ENSG00000085365
0.5501	ENSG00000132842
0.4755	ENSG00000171530
0.9337	ENSG00000164253
0.2431	ENSG00000113231
0.8982	ENSG00000132846
0.7076	ENSG00000164252
0.3467	ENSG00000145708
0.0001	ENSG00000164251
0.5173	ENSG00000181104
0.0089	ENSG00000145703
0.5553	ENSG00000152359
0.6956	ENSG00000189045
0.3017	ENSG00000122008
0.2683	ENSG00000113163
0.8588	ENSG00000113161
0.0504	ENSG00000198780
0.0986	ENSG00000164346
0.4379	ENSG00000164347
0.0972	ENSG00000049860
0.7066	ENSG00000171617
0.5058	ENSG00000214944
0.3192	ENSG00000164338
0.2269	ENSG00000164331
0.5613	ENSG00000145741
0.8738	ENSG00000157107
0.3191	ENSG00000083312
0.3652	ENSG00000178175
0.0138	ENSG00000261269
0.2761	ENSG00000049883
0.0139	ENSG00000113048
0.1546	ENSG00000131711
0.061	ENSG00000131844
0.0393	ENSG00000145734
0.5383	ENSG00000152942
0.203	ENSG00000273841
0.0005	ENSG00000085231
0.6747	ENSG00000134058
0.0119	ENSG00000134056
0.7937	ENSG00000153044
0.0439	ENSG00000280187
0.006	ENSG00000134057
0.8465	ENSG00000145740
0.0803	ENSG00000145675
0.5805	ENSG00000134061
0.4041	ENSG00000069020
0.0001	ENSG00000153914
0.5488	ENSG00000112851
0.2348	ENSG00000123213
0.912	ENSG00000197860
0.7143	ENSG00000113597
0.7885	ENSG00000253251
0.1673	ENSG00000113595
0.3677	ENSG00000113593
0.027	ENSG00000123219
0.1772	ENSG00000049192
0.6827	ENSG00000153015
0.0242	ENSG00000153006
0.0113	ENSG00000186479
0.0004	ENSG00000164197
0.0156	ENSG00000086200
0.901	ENSG00000086189
0.0482	ENSG00000068796
0.325	ENSG00000130449
0.0031	ENSG00000188725
0.3236	ENSG00000164182
0.0913	ENSG00000049167
0.1017	ENSG00000164181
0.6309	ENSG00000113448
0.4511	ENSG00000152932
0.4345	ENSG00000145632
0.4947	ENSG00000249436
0.2507	ENSG00000062194
0.6257	ENSG00000155545
0.179	ENSG00000155542
0.1415	ENSG00000095015
0.3411	ENSG00000134352
0.0442	ENSG00000177058
0.265	ENSG00000067113
0.9455	ENSG00000039123
0.8705	ENSG00000067248
0.0001	ENSG00000152669
0.7345	ENSG00000164294
0.0323	ENSG00000145649
0.2202	ENSG00000113088
0.4622	ENSG00000164283
0.9266	ENSG00000178996
0.1897	ENSG00000169271
0.0033	ENSG00000185305
0.4621	ENSG00000164258
0.8652	ENSG00000134363
0.0036	ENSG00000164172
0.9307	ENSG00000213949
0.1804	ENSG00000152684
0.0231	ENSG00000151883
0.0432	ENSG00000272335
0.9904	ENSG00000112996
0.2719	ENSG00000112992
0.4956	ENSG00000248092
0.0001	ENSG00000172239
0.0058	ENSG00000151881
0.0937	ENSG00000112972
0.3011	ENSG00000172262
0.0038	ENSG00000272144
0.6579	ENSG00000177721
0.9649	ENSG00000250722
0.2834	ENSG00000198865
0.1711	ENSG00000112964
0.0119	ENSG00000151876
0.0564	ENSG00000205765
0.8878	ENSG00000083720
0.0073	ENSG00000182836
0.6665	ENSG00000039537
0.51	ENSG00000112936
0.6901	ENSG00000132357
0.5491	ENSG00000145592
0.6865	ENSG00000132356
0.0852	ENSG00000113638
0.88	ENSG00000171522
0.7867	ENSG00000153071
0.2736	ENSG00000082074
0.9771	ENSG00000164327
0.0739	ENSG00000145623
0.161	ENSG00000244968
0.7702	ENSG00000113594
0.8109	ENSG00000164318
0.0787	ENSG00000082068
0.9912	ENSG00000113569
0.7372	ENSG00000197603
0.9835	ENSG00000164190
0.4148	ENSG00000079215
0.0017	ENSG00000279400
0.3349	ENSG00000152620
0.017	ENSG00000145604
0.0108	ENSG00000164187
0.037	ENSG00000168685
0.5698	ENSG00000152582
0.4103	ENSG00000168724
0.8097	ENSG00000113460
0.6043	ENSG00000113456
0.7607	ENSG00000039560
0.2828	ENSG00000082196
0.0092	ENSG00000242110
0.0382	ENSG00000151388
0.3984	ENSG00000113407
0.8566	ENSG00000113389
0.0001	ENSG00000113387
0.3469	ENSG00000056097
0.4219	ENSG00000150712
0.3088	ENSG00000113384
0.3709	ENSG00000133401
0.0117	ENSG00000082213
0.0813	ENSG00000113360
0.3483	ENSG00000113361
0.0582	ENSG00000153113
0.4071	ENSG00000164307
0.3334	ENSG00000164308
0.0222	ENSG00000113441
0.2186	ENSG00000058729
0.9877	ENSG00000174136
0.2406	ENSG00000153922
0.8657	ENSG00000271207
0.0077	ENSG00000174132
0.661	ENSG00000113532
0.202	ENSG00000145730
0.1004	ENSG00000145723
0.989	ENSG00000145725
0.1953	ENSG00000181751
0.5921	ENSG00000112874
0.7061	ENSG00000184349
0.5108	ENSG00000145743
0.2197	ENSG00000151422
0.6596	ENSG00000198961
0.3771	ENSG00000112893
0.9522	ENSG00000164209
0.6241	ENSG00000145777
0.5199	ENSG00000134987
0.1044	ENSG00000152495
0.3161	ENSG00000164211
0.1441	ENSG00000134986
0.2518	ENSG00000129595
0.3786	ENSG00000224032
0.4555	ENSG00000134982
0.0872	ENSG00000153037
0.0005	ENSG00000129625
0.476	ENSG00000270067
0.0002	ENSG00000171444
0.0172	ENSG00000047188
0.8367	ENSG00000080709
0.9017	ENSG00000164221
0.0006	ENSG00000145780
0.5912	ENSG00000134970
0.2564	ENSG00000129596
0.1146	ENSG00000145782
0.4716	ENSG00000177879
0.6995	ENSG00000271918
0.0484	ENSG00000145781
0.8871	ENSG00000092421
0.0144	ENSG00000250891
0.9464	ENSG00000169570
0.4359	ENSG00000172869
0.4384	ENSG00000145779
0.0123	ENSG00000133835
0.09	ENSG00000184838
0.4194	ENSG00000151304
0.0702	ENSG00000113083
0.3329	ENSG00000205302
0.6611	ENSG00000064652
0.8497	ENSG00000168938
0.9108	ENSG00000168944
0.9527	ENSG00000151292
0.0184	ENSG00000168916
0.5308	ENSG00000155324
0.0803	ENSG00000279118
0.0016	ENSG00000164904
0.378	ENSG00000164902
0.2179	ENSG00000173926
0.9254	ENSG00000164241
0.166	ENSG00000164244
0.2524	ENSG00000245937
0.3681	ENSG00000064651
0.0178	ENSG00000138829
0.2596	ENSG00000113396
0.3192	ENSG00000066583
0.0331	ENSG00000198108
0.0001	ENSG00000169567
0.0112	ENSG00000186687
0.1758	ENSG00000158985
0.6792	ENSG00000158987
0.4314	ENSG00000217128
0.7342	ENSG00000164398
0.9135	ENSG00000072682
0.2815	ENSG00000131435
0.1535	ENSG00000197208
0.0576	ENSG00000233006
0.0058	ENSG00000197375
0.0525	ENSG00000197536
0.1849	ENSG00000234290
0.0491	ENSG00000125347
0.4436	ENSG00000170606
0.4492	ENSG00000053108
0.0744	ENSG00000213585
0.5372	ENSG00000271737
0.0664	ENSG00000113558
0.0007	ENSG00000113575
0.3097	ENSG00000006837
0.0001	ENSG00000119048
0.8235	ENSG00000237190
0.138	ENSG00000043143
0.9795	ENSG00000152700
0.2096	ENSG00000113615
0.0001	ENSG00000164615
0.9127	ENSG00000145833
0.0709	ENSG00000181904
0.4638	ENSG00000113621
0.0068	ENSG00000132570
0.7025	ENSG00000113648
0.4927	ENSG00000145824
0.2043	ENSG00000120708
0.4084	ENSG00000113658
0.3905	ENSG00000152377
0.0028	ENSG00000146021
0.2335	ENSG00000177733
0.1808	ENSG00000226306
0.0011	ENSG00000120729
0.4801	ENSG00000031003
0.521	ENSG00000112981
0.0646	ENSG00000112983
0.0326	ENSG00000112984
0.8196	ENSG00000094880
0.8215	ENSG00000146013
0.7588	ENSG00000120709
0.0221	ENSG00000120733
0.8784	ENSG00000132563
0.1423	ENSG00000120738
0.4212	ENSG00000120705
0.9847	ENSG00000113013
0.1951	ENSG00000044115
0.2422	ENSG00000120725
0.2617	ENSG00000015479
0.6483	ENSG00000120727
0.0117	ENSG00000170476
0.4451	ENSG00000228672
0.4855	ENSG00000170469
0.0741	ENSG00000170464
0.4151	ENSG00000249751
0.3003	ENSG00000184584
0.005	ENSG00000131508
0.0027	ENSG00000171604
0.0346	ENSG00000146005
0.7831	ENSG00000158458
0.421	ENSG00000185129
0.3235	ENSG00000182700
0.0079	ENSG00000120306
0.0003	ENSG00000113068
0.0236	ENSG00000113070
0.0194	ENSG00000131503
0.2611	ENSG00000213523
0.6559	ENSG00000254996
0.0091	ENSG00000243056
0.0989	ENSG00000113108
0.3081	ENSG00000176087
0.3661	ENSG00000170458
0.0113	ENSG00000131495
0.9645	ENSG00000113119
0.5192	ENSG00000113141
0.0835	ENSG00000120314
0.3732	ENSG00000170445
0.5655	ENSG00000112855
0.0284	ENSG00000146007
0.4014	ENSG00000081818
0.4485	ENSG00000113209
0.0264	ENSG00000113212
0.0412	ENSG00000272674
0.0013	ENSG00000146001
0.6895	ENSG00000113248
0.4931	ENSG00000178913
0.8057	ENSG00000272070
0.1352	ENSG00000081853
0.0051	ENSG00000254245
0.017	ENSG00000253485
0.0001	ENSG00000262209
0.0801	ENSG00000253537
0.4104	ENSG00000253953
0.0709	ENSG00000276547
0.5617	ENSG00000253305
0.2533	ENSG00000253846
0.1764	ENSG00000254122
0.0308	ENSG00000253873
0.359	ENSG00000253159
0.6719	ENSG00000240184
0.0001	ENSG00000242419
0.0005	ENSG00000240764
0.4935	ENSG00000131504
0.0084	ENSG00000171720
0.0531	ENSG00000197948
0.0003	ENSG00000120318
0.9167	ENSG00000156453
0.125	ENSG00000081791
0.0756	ENSG00000113555
0.0035	ENSG00000013561
0.714	ENSG00000113552
0.001	ENSG00000131507
0.0439	ENSG00000187678
0.7858	ENSG00000113578
0.0241	ENSG00000236714
0.0052	ENSG00000145819
0.1847	ENSG00000113580
0.0321	ENSG00000145817
0.0106	ENSG00000186314
0.344	ENSG00000156463
0.4843	ENSG00000133706
0.2666	ENSG00000091009
0.6489	ENSG00000113649
0.0907	ENSG00000113657
0.7945	ENSG00000164266
0.7914	ENSG00000178776
0.4797	ENSG00000133710
0.0008	ENSG00000247199
0.5193	ENSG00000145868
0.3964	ENSG00000169252
0.0167	ENSG00000169247
0.6121	ENSG00000173210
0.0489	ENSG00000157510
0.7806	ENSG00000164284
0.6982	ENSG00000145882
0.7068	ENSG00000249669
0.3014	ENSG00000113712
0.0797	ENSG00000230551
0.1929	ENSG00000183111
0.0229	ENSG00000155846
0.8024	ENSG00000155850
0.0487	ENSG00000164296
0.5605	ENSG00000113716
0.417	ENSG00000182578
0.2927	ENSG00000113721
0.4645	ENSG00000070808
0.1285	ENSG00000183876
0.2534	ENSG00000070814
0.0316	ENSG00000019582
0.227	ENSG00000164587
0.6478	ENSG00000070614
0.5306	ENSG00000171992
0.0274	ENSG00000164591
0.4526	ENSG00000086589
0.1603	ENSG00000132912
0.1328	ENSG00000256235
0.5805	ENSG00000145908
0.0257	ENSG00000197083
0.4371	ENSG00000211445
0.1345	ENSG00000145901
0.4771	ENSG00000197043
0.8214	ENSG00000198624
0.3897	ENSG00000196743
0.5614	ENSG00000086570
0.631	ENSG00000113140
0.011	ENSG00000177556
0.3857	ENSG00000275765
0.268	ENSG00000145907
0.0001	ENSG00000055147
0.1752	ENSG00000037749
0.5565	ENSG00000164574
0.2621	ENSG00000164576
0.1407	ENSG00000113196
0.6689	ENSG00000155506
0.0372	ENSG00000170271
0.1163	ENSG00000155508
0.2218	ENSG00000082516
0.6193	ENSG00000082515
0.3941	ENSG00000170624
0.1774	ENSG00000135077
0.3344	ENSG00000155868
0.0866	ENSG00000113263
0.0029	ENSG00000055163
0.1873	ENSG00000135074
0.8092	ENSG00000113272
0.564	ENSG00000155858
0.3183	ENSG00000113282
0.9541	ENSG00000164330
0.1145	ENSG00000145860
0.2213	ENSG00000164332
0.1514	ENSG00000283413
0.5345	ENSG00000170214
0.0007	ENSG00000113312
0.3994	ENSG00000170234
0.8931	ENSG00000145861
0.5147	ENSG00000221886
0.8823	ENSG00000164609
0.0479	ENSG00000164611
0.0019	ENSG00000145863
0.0034	ENSG00000022355
0.528	ENSG00000113328
0.1307	ENSG00000170584
0.1701	ENSG00000072571
0.053	ENSG00000038274
0.2037	ENSG00000145934
0.6196	ENSG00000113645
0.2437	ENSG00000113643
0.0889	ENSG00000188573
0.759	ENSG00000120137
0.1758	ENSG00000184347
0.2944	ENSG00000040275
0.112	ENSG00000134516
0.1155	ENSG00000043462
0.0843	ENSG00000145936
0.0264	ENSG00000204764
0.4353	ENSG00000181163
0.4862	ENSG00000156427
0.4323	ENSG00000072803
0.8995	ENSG00000072786
0.1582	ENSG00000168246
0.669	ENSG00000174705
0.0109	ENSG00000214357
0.2456	ENSG00000120129
0.3062	ENSG00000113719
0.0001	ENSG00000037241
0.0001	ENSG00000113732
0.1289	ENSG00000164463
0.7868	ENSG00000113734
0.5129	ENSG00000183072
0.1104	ENSG00000113739
0.2289	ENSG00000145919
0.4895	ENSG00000113742
0.0503	ENSG00000170091
0.1428	ENSG00000164466
0.7102	ENSG00000113749
0.6359	ENSG00000145920
0.0828	ENSG00000170085
0.7327	ENSG00000122203
0.5845	ENSG00000048162
0.0991	ENSG00000175416
0.4909	ENSG00000113194
0.5699	ENSG00000146083
0.544	ENSG00000048140
0.0085	ENSG00000160883
0.4346	ENSG00000087206
0.1688	ENSG00000113761
0.8087	ENSG00000160867
0.2039	ENSG00000165671
0.6747	ENSG00000169228
0.0837	ENSG00000169230
0.0021	ENSG00000213347
0.0132	ENSG00000169223
0.6259	ENSG00000169220
0.536	ENSG00000198055
0.0297	ENSG00000131188
0.1919	ENSG00000113758
0.9621	ENSG00000279821
0.0007	ENSG00000196923
0.169	ENSG00000146094
0.0294	ENSG00000183258
0.0507	ENSG00000146067
0.0411	ENSG00000184840
0.482	ENSG00000027847
0.3893	ENSG00000145911
0.4751	ENSG00000145916
0.0798	ENSG00000145912
0.1269	ENSG00000197451
0.7519	ENSG00000175309
0.0988	ENSG00000050767
0.168	ENSG00000245688
0.3242	ENSG00000113240
0.2261	ENSG00000169131
0.1516	ENSG00000178338
0.181	ENSG00000198939
0.1699	ENSG00000234284
0.8247	ENSG00000177932
0.4961	ENSG00000087116
0.2927	ENSG00000176783
0.1743	ENSG00000169045
0.0026	ENSG00000127022
0.5557	ENSG00000161021
0.2075	ENSG00000161013
0.1899	ENSG00000161011
0.0219	ENSG00000161010
0.2355	ENSG00000245317
0.5683	ENSG00000197226
0.004	ENSG00000113269
0.2458	ENSG00000050748
0.0465	ENSG00000131459
0.0388	ENSG00000113300
0.0871	ENSG00000037280
0.0097	ENSG00000131446
0.0014	ENSG00000245060
0.3552	ENSG00000196670
0.411	ENSG00000165810
0.1291	ENSG00000250222
0.0275	ENSG00000146054
0.8527	ENSG00000146063
0.864	ENSG00000204628
0.1174	ENSG00000183718
0.0003	ENSG00000248275
0.0003	ENSG00000112679
0.0182	ENSG00000137265
0.7256	ENSG00000112685
0.0413	ENSG00000137273
0.518	ENSG00000054598
0.0371	ENSG00000112699
0.0276	ENSG00000250903
0.6301	ENSG00000164385
0.0001	ENSG00000145949
0.0535	ENSG00000124535
0.7945	ENSG00000021355
0.9008	ENSG00000170542
0.003	ENSG00000124570
0.5355	ENSG00000244041
0.0002	ENSG00000124588
0.8095	ENSG00000137275
0.0112	ENSG00000137274
0.1291	ENSG00000137267
0.058	ENSG00000180822
0.4519	ENSG00000137266
0.0014	ENSG00000168994
0.7414	ENSG00000270504
0.0295	ENSG00000145945
0.0001	ENSG00000260604
0.4401	ENSG00000112739
0.1579	ENSG00000198721
0.0064	ENSG00000231811
0.5123	ENSG00000153046
0.1336	ENSG00000124787
0.9612	ENSG00000219607
0.0002	ENSG00000214113
0.051	ENSG00000145982
0.9253	ENSG00000124785
0.7289	ENSG00000124491
0.7107	ENSG00000124782
0.283	ENSG00000124783
0.5219	ENSG00000124784
0.2887	ENSG00000261189
0.7162	ENSG00000096696
0.9642	ENSG00000168566
0.1924	ENSG00000153162
0.5166	ENSG00000239264
0.8653	ENSG00000188428
0.0007	ENSG00000124802
0.2298	ENSG00000124786
0.8836	ENSG00000111846
0.1239	ENSG00000111845
0.1439	ENSG00000111843
0.0005	ENSG00000137210
0.1443	ENSG00000153157
0.6053	ENSG00000197977
0.0611	ENSG00000224531
0.5826	ENSG00000111859
0.6036	ENSG00000205269
0.7234	ENSG00000095951
0.3795	ENSG00000078401
0.1217	ENSG00000112137
0.6869	ENSG00000145979
0.3762	ENSG00000145990
0.0902	ENSG00000124523
0.1306	ENSG00000225921
0.1287	ENSG00000010017
0.2963	ENSG00000050393
0.2727	ENSG00000272209
0.8279	ENSG00000112149
0.4499	ENSG00000008083
0.0955	ENSG00000047579
0.2267	ENSG00000007944
0.3591	ENSG00000137198
0.2267	ENSG00000124788
0.1199	ENSG00000272341
0.9946	ENSG00000112183
0.7755	ENSG00000112186
0.1237	ENSG00000137414
0.8443	ENSG00000124789
0.9018	ENSG00000137177
0.004	ENSG00000137364
0.3502	ENSG00000165097
0.0022	ENSG00000124795
0.441	ENSG00000137393
0.8095	ENSG00000172201
