Gene stable ID	Transcript stable ID	Gene name	Source of gene name
ENSPTRG00000019404	ENSPTRT00000095107	CALCR	VGNC Symbol
ENSPTRG00000019404	ENSPTRT00000088967	CALCR	VGNC Symbol
ENSPTRG00000033811	ENSPTRT00000065618	UBE2QL1	VGNC Symbol
ENSPTRG00000004263	ENSPTRT00000084948	C11H11orf53	VGNC Symbol
ENSPTRG00000004263	ENSPTRT00000007944	C11H11orf53	VGNC Symbol
ENSPTRG00000046244	ENSPTRT00000081062		
ENSPTRG00000046244	ENSPTRT00000036575		
ENSPTRG00000007072	ENSPTRT00000013051	AP4E1	VGNC Symbol
ENSPTRG00000007072	ENSPTRT00000104864	AP4E1	VGNC Symbol
ENSPTRG00000015563	ENSPTRT00000078698	CCNL1	VGNC Symbol
ENSPTRG00000015563	ENSPTRT00000029032	CCNL1	VGNC Symbol
ENSPTRG00000015563	ENSPTRT00000101534	CCNL1	VGNC Symbol
ENSPTRG00000003349	ENSPTRT00000006343	ZNF143	VGNC Symbol
ENSPTRG00000003349	ENSPTRT00000099610	ZNF143	VGNC Symbol
ENSPTRG00000003349	ENSPTRT00000079451	ZNF143	VGNC Symbol
ENSPTRG00000003349	ENSPTRT00000095370	ZNF143	VGNC Symbol
ENSPTRG00000003349	ENSPTRT00000094187	ZNF143	VGNC Symbol
ENSPTRG00000003349	ENSPTRT00000084655	ZNF143	VGNC Symbol
ENSPTRG00000000369	ENSPTRT00000000739	STMN1	VGNC Symbol
ENSPTRG00000000369	ENSPTRT00000096620	STMN1	VGNC Symbol
ENSPTRG00000011094	ENSPTRT00000076234	KCNN4	VGNC Symbol
ENSPTRG00000011094	ENSPTRT00000020624	KCNN4	VGNC Symbol
ENSPTRG00000045330	ENSPTRT00000077452		
ENSPTRG00000045330	ENSPTRT00000085775		
ENSPTRG00000045330	ENSPTRT00000080651		
ENSPTRG00000045330	ENSPTRT00000087765		
ENSPTRG00000045330	ENSPTRT00000110824		
ENSPTRG00000045330	ENSPTRT00000089697		
ENSPTRG00000004302	ENSPTRT00000008007	ZBTB16	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000011644	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000094733	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000089567	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000088737	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000092611	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000087110	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000108187	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000085995	CDKN3	VGNC Symbol
ENSPTRG00000006360	ENSPTRT00000096935	CDKN3	VGNC Symbol
ENSPTRG00000007029	ENSPTRT00000101174	DUOX1	VGNC Symbol
ENSPTRG00000007029	ENSPTRT00000012979	DUOX1	VGNC Symbol
ENSPTRG00000007029	ENSPTRT00000102787	DUOX1	VGNC Symbol
ENSPTRG00000043403	ENSPTRT00000082083		
ENSPTRG00000005724	ENSPTRT00000010543	CDK8	VGNC Symbol
ENSPTRG00000010975	ENSPTRT00000111413	DLL3	VGNC Symbol
ENSPTRG00000010975	ENSPTRT00000020340	DLL3	VGNC Symbol
ENSPTRG00000047094	ENSPTRT00000097397	GRIP2	VGNC Symbol
ENSPTRG00000047094	ENSPTRT00000098039	GRIP2	VGNC Symbol
ENSPTRG00000047094	ENSPTRT00000081010	GRIP2	VGNC Symbol
ENSPTRG00000047094	ENSPTRT00000086935	GRIP2	VGNC Symbol
ENSPTRG00000047094	ENSPTRT00000083925	GRIP2	VGNC Symbol
ENSPTRG00000002388	ENSPTRT00000109659	WAC	VGNC Symbol
ENSPTRG00000002388	ENSPTRT00000004387	WAC	VGNC Symbol
ENSPTRG00000002388	ENSPTRT00000092705	WAC	VGNC Symbol
ENSPTRG00000012846	ENSPTRT00000109507	ADAM23	VGNC Symbol
ENSPTRG00000012846	ENSPTRT00000108676	ADAM23	VGNC Symbol
ENSPTRG00000012846	ENSPTRT00000056160	ADAM23	VGNC Symbol
ENSPTRG00000016465	ENSPTRT00000030603	RNF150	VGNC Symbol
ENSPTRG00000016465	ENSPTRT00000091984	RNF150	VGNC Symbol
ENSPTRG00000023922	ENSPTRT00000049564	ARHGEF15	VGNC Symbol
ENSPTRG00000042733	ENSPTRT00000083371		
ENSPTRG00000013273	ENSPTRT00000024670	PCSK2	VGNC Symbol
ENSPTRG00000013273	ENSPTRT00000095785	PCSK2	VGNC Symbol
ENSPTRG00000013273	ENSPTRT00000111194	PCSK2	VGNC Symbol
ENSPTRG00000013273	ENSPTRT00000102410	PCSK2	VGNC Symbol
ENSPTRG00000047969	ENSPTRT00000091009		
ENSPTRG00000047165	ENSPTRT00000099441		
ENSPTRG00000047165	ENSPTRT00000096456		
ENSPTRG00000047165	ENSPTRT00000093623		
ENSPTRG00000015148	ENSPTRT00000028332	OR5K2	HGNC Symbol
ENSPTRG00000004405	ENSPTRT00000008169	CLMP	VGNC Symbol
ENSPTRG00000004405	ENSPTRT00000110781	CLMP	VGNC Symbol
ENSPTRG00000004405	ENSPTRT00000099195	CLMP	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000082393	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000080904	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000066613	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000099495	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000095145	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000107347	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000104366	RBFOX2	VGNC Symbol
ENSPTRG00000014305	ENSPTRT00000098688	RBFOX2	VGNC Symbol
ENSPTRG00000019540	ENSPTRT00000104486		
ENSPTRG00000019540	ENSPTRT00000036189		
ENSPTRG00000019540	ENSPTRT00000087513		
ENSPTRG00000029739	ENSPTRT00000104182	PRR13	VGNC Symbol
ENSPTRG00000029739	ENSPTRT00000097197	PRR13	VGNC Symbol
ENSPTRG00000029739	ENSPTRT00000097519	PRR13	VGNC Symbol
ENSPTRG00000029739	ENSPTRT00000057420	PRR13	VGNC Symbol
ENSPTRG00000022476	ENSPTRT00000111185	PRKX	VGNC Symbol
ENSPTRG00000022476	ENSPTRT00000041971	PRKX	VGNC Symbol
ENSPTRG00000021546	ENSPTRT00000106794	LHX3	VGNC Symbol
ENSPTRG00000021546	ENSPTRT00000092546	LHX3	VGNC Symbol
ENSPTRG00000021546	ENSPTRT00000039923	LHX3	VGNC Symbol
ENSPTRG00000044429	ENSPTRT00000076785		
ENSPTRG00000044429	ENSPTRT00000086334		
ENSPTRG00000044429	ENSPTRT00000084975		
ENSPTRG00000044429	ENSPTRT00000086821		
ENSPTRG00000044429	ENSPTRT00000099531		
ENSPTRG00000044429	ENSPTRT00000085510		
ENSPTRG00000021890	ENSPTRT00000108360	FOXP3	VGNC Symbol
ENSPTRG00000021890	ENSPTRT00000102371	FOXP3	VGNC Symbol
ENSPTRG00000021890	ENSPTRT00000040676	FOXP3	VGNC Symbol
ENSPTRG00000052349	ENSPTRT00000101765	SREBF1	VGNC Symbol
ENSPTRG00000052349	ENSPTRT00000109257	SREBF1	VGNC Symbol
ENSPTRG00000052349	ENSPTRT00000088166	SREBF1	VGNC Symbol
ENSPTRG00000019405	ENSPTRT00000035917	TFPI2	VGNC Symbol
ENSPTRG00000048230	ENSPTRT00000096557	CCL11	VGNC Symbol
ENSPTRG00000018156	ENSPTRT00000033575	MDFI	VGNC Symbol
ENSPTRG00000018156	ENSPTRT00000099208	MDFI	VGNC Symbol
ENSPTRG00000019172	ENSPTRT00000035434	PKD1L1	VGNC Symbol
ENSPTRG00000019172	ENSPTRT00000084027	PKD1L1	VGNC Symbol
ENSPTRG00000020133	ENSPTRT00000037288	MBOAT4	VGNC Symbol
ENSPTRG00000018219	ENSPTRT00000033695	NFKBIE	VGNC Symbol
ENSPTRG00000018219	ENSPTRT00000088825	NFKBIE	VGNC Symbol
ENSPTRG00000011215	ENSPTRT00000020842	NOP53	VGNC Symbol
ENSPTRG00000011215	ENSPTRT00000087095	NOP53	VGNC Symbol
ENSPTRG00000048247	ENSPTRT00000110808	PHYKPL	VGNC Symbol
ENSPTRG00000048247	ENSPTRT00000102626	PHYKPL	VGNC Symbol
ENSPTRG00000007068	ENSPTRT00000013048	TRPM7	VGNC Symbol
ENSPTRG00000007068	ENSPTRT00000093110	TRPM7	VGNC Symbol
ENSPTRG00000002946	ENSPTRT00000049264	ACSL5	VGNC Symbol
ENSPTRG00000002946	ENSPTRT00000109080	ACSL5	VGNC Symbol
ENSPTRG00000006110	ENSPTRT00000082066	NDRG2	VGNC Symbol
ENSPTRG00000006110	ENSPTRT00000011206	NDRG2	VGNC Symbol
ENSPTRG00000006110	ENSPTRT00000101725	NDRG2	VGNC Symbol
ENSPTRG00000006110	ENSPTRT00000101586	NDRG2	VGNC Symbol
ENSPTRG00000006110	ENSPTRT00000101031	NDRG2	VGNC Symbol
ENSPTRG00000006110	ENSPTRT00000097155	NDRG2	VGNC Symbol
ENSPTRG00000052782	ENSPTRT00000089927	SORCS3	VGNC Symbol
ENSPTRG00000007500	ENSPTRT00000013823	ADAMTS17	VGNC Symbol
ENSPTRG00000048018	ENSPTRT00000099769		
ENSPTRG00000020481	ENSPTRT00000037896	RRM2B	VGNC Symbol
ENSPTRG00000020481	ENSPTRT00000087491	RRM2B	VGNC Symbol
ENSPTRG00000020481	ENSPTRT00000099233	RRM2B	VGNC Symbol
ENSPTRG00000020481	ENSPTRT00000079212	RRM2B	VGNC Symbol
ENSPTRG00000020481	ENSPTRT00000107250	RRM2B	VGNC Symbol
ENSPTRG00000043932	ENSPTRT00000099270	PTP4A1	NCBI gene
ENSPTRG00000043932	ENSPTRT00000096433	PTP4A1	NCBI gene
ENSPTRG00000043932	ENSPTRT00000107548	PTP4A1	NCBI gene
ENSPTRG00000043932	ENSPTRT00000106944	PTP4A1	NCBI gene
ENSPTRG00000040896	ENSPTRT00000075452		
ENSPTRG00000050626	ENSPTRT00000084823		
ENSPTRG00000049011	ENSPTRT00000080512		
ENSPTRG00000046509	ENSPTRT00000000612	CELA3A	VGNC Symbol
ENSPTRG00000014226	ENSPTRT00000026576	NIPSNAP1	VGNC Symbol
ENSPTRG00000022365	ENSPTRT00000080319	MAMLD1	VGNC Symbol
ENSPTRG00000022365	ENSPTRT00000081897	MAMLD1	VGNC Symbol
ENSPTRG00000022365	ENSPTRT00000041718	MAMLD1	VGNC Symbol
ENSPTRG00000018594	ENSPTRT00000034337	SAMD3	VGNC Symbol
ENSPTRG00000018594	ENSPTRT00000086654	SAMD3	VGNC Symbol
ENSPTRG00000018594	ENSPTRT00000100414	SAMD3	VGNC Symbol
ENSPTRG00000018594	ENSPTRT00000083714	SAMD3	VGNC Symbol
ENSPTRG00000005687	ENSPTRT00000010486	EEF1AKMT1	VGNC Symbol
ENSPTRG00000042989	ENSPTRT00000076662		
ENSPTRG00000010877	ENSPTRT00000020148	LRFN3	VGNC Symbol
ENSPTRG00000004184	ENSPTRT00000081350	MRE11	VGNC Symbol
ENSPTRG00000004184	ENSPTRT00000007806	MRE11	VGNC Symbol
ENSPTRG00000004184	ENSPTRT00000078359	MRE11	VGNC Symbol
ENSPTRG00000004184	ENSPTRT00000097244	MRE11	VGNC Symbol
ENSPTRG00000004184	ENSPTRT00000088999	MRE11	VGNC Symbol
ENSPTRG00000009124	ENSPTRT00000105178	TNS4	VGNC Symbol
ENSPTRG00000009124	ENSPTRT00000016810	TNS4	VGNC Symbol
ENSPTRG00000051393	ENSPTRT00000096381		
ENSPTRG00000051393	ENSPTRT00000099126		
ENSPTRG00000001891	ENSPTRT00000078555	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000081252	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000095957	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000108762	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000080729	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000049216	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000100519	NFASC	VGNC Symbol
ENSPTRG00000001891	ENSPTRT00000080978	NFASC	VGNC Symbol
ENSPTRG00000005075	ENSPTRT00000009339	RPS26	VGNC Symbol
ENSPTRG00000003796	ENSPTRT00000042538	SLC22A8	VGNC Symbol
ENSPTRG00000011032	ENSPTRT00000020547	CEACAM8	VGNC Symbol
ENSPTRG00000011032	ENSPTRT00000100088	CEACAM8	VGNC Symbol
ENSPTRG00000020047	ENSPTRT00000047538	DMTN	VGNC Symbol
ENSPTRG00000020047	ENSPTRT00000091283	DMTN	VGNC Symbol
ENSPTRG00000020047	ENSPTRT00000110751	DMTN	VGNC Symbol
ENSPTRG00000020047	ENSPTRT00000088206	DMTN	VGNC Symbol
ENSPTRG00000020047	ENSPTRT00000111435	DMTN	VGNC Symbol
ENSPTRG00000011753	ENSPTRT00000021893	TCF23	VGNC Symbol
ENSPTRG00000052526	ENSPTRT00000085148		
ENSPTRG00000045790	ENSPTRT00000105772		
ENSPTRG00000048394	ENSPTRT00000094677		
ENSPTRG00000048394	ENSPTRT00000097487		
ENSPTRG00000007853	ENSPTRT00000014470	LYRM1	VGNC Symbol
ENSPTRG00000000769	ENSPTRT00000108879	MRPL37	VGNC Symbol
ENSPTRG00000000769	ENSPTRT00000001453	MRPL37	VGNC Symbol
ENSPTRG00000000769	ENSPTRT00000099591	MRPL37	VGNC Symbol
ENSPTRG00000006879	ENSPTRT00000065236	SLC12A6	VGNC Symbol
ENSPTRG00000006879	ENSPTRT00000078895	SLC12A6	VGNC Symbol
ENSPTRG00000006879	ENSPTRT00000104755	SLC12A6	VGNC Symbol
ENSPTRG00000006879	ENSPTRT00000077962	SLC12A6	VGNC Symbol
ENSPTRG00000006879	ENSPTRT00000089433	SLC12A6	VGNC Symbol
ENSPTRG00000029673	ENSPTRT00000005754	FAM24A	VGNC Symbol
ENSPTRG00000018715	ENSPTRT00000034545	CCDC170	VGNC Symbol
ENSPTRG00000006608	ENSPTRT00000106334	ZC3H14	VGNC Symbol
ENSPTRG00000006608	ENSPTRT00000089976	ZC3H14	VGNC Symbol
ENSPTRG00000006608	ENSPTRT00000109164	ZC3H14	VGNC Symbol
ENSPTRG00000006608	ENSPTRT00000012139	ZC3H14	VGNC Symbol
ENSPTRG00000006608	ENSPTRT00000104422	ZC3H14	VGNC Symbol
ENSPTRG00000006608	ENSPTRT00000083826	ZC3H14	VGNC Symbol
ENSPTRG00000043240	ENSPTRT00000096125		
ENSPTRG00000043240	ENSPTRT00000079786		
ENSPTRG00000004391	ENSPTRT00000008143	POU2F3	VGNC Symbol
ENSPTRG00000004391	ENSPTRT00000079924	POU2F3	VGNC Symbol
ENSPTRG00000004391	ENSPTRT00000089572	POU2F3	VGNC Symbol
ENSPTRG00000019747	ENSPTRT00000036587	KIAA1549	VGNC Symbol
ENSPTRG00000052747	ENSPTRT00000077027		
ENSPTRG00000002603	ENSPTRT00000093553	CDH23	VGNC Symbol
ENSPTRG00000002603	ENSPTRT00000065245	CDH23	VGNC Symbol
ENSPTRG00000002603	ENSPTRT00000076781	CDH23	VGNC Symbol
ENSPTRG00000002603	ENSPTRT00000083178	CDH23	VGNC Symbol
ENSPTRG00000002603	ENSPTRT00000110038	CDH23	VGNC Symbol
ENSPTRG00000052161	ENSPTRT00000076758	CARD16	HGNC Symbol
ENSPTRG00000052161	ENSPTRT00000087703	CARD16	HGNC Symbol
ENSPTRG00000052161	ENSPTRT00000065837	CARD16	HGNC Symbol
ENSPTRG00000052161	ENSPTRT00000067833	CARD16	HGNC Symbol
ENSPTRG00000043309	ENSPTRT00000085245		
ENSPTRG00000004353	ENSPTRT00000008085	DDX6	VGNC Symbol
ENSPTRG00000023071	ENSPTRT00000048686	C20H20orf96	VGNC Symbol
ENSPTRG00000023071	ENSPTRT00000101102	C20H20orf96	VGNC Symbol
ENSPTRG00000012146	ENSPTRT00000099210	ST3GAL5	VGNC Symbol
ENSPTRG00000012146	ENSPTRT00000022576	ST3GAL5	VGNC Symbol
ENSPTRG00000012146	ENSPTRT00000096179	ST3GAL5	VGNC Symbol
ENSPTRG00000012146	ENSPTRT00000088439	ST3GAL5	VGNC Symbol
ENSPTRG00000012146	ENSPTRT00000100079	ST3GAL5	VGNC Symbol
ENSPTRG00000012146	ENSPTRT00000079995	ST3GAL5	VGNC Symbol
ENSPTRG00000050048	ENSPTRT00000079858		
ENSPTRG00000006349	ENSPTRT00000011623	GPR137C	VGNC Symbol
ENSPTRG00000000931	ENSPTRT00000085681	PKN2	VGNC Symbol
ENSPTRG00000000931	ENSPTRT00000001761	PKN2	VGNC Symbol
ENSPTRG00000000931	ENSPTRT00000085359	PKN2	VGNC Symbol
ENSPTRG00000010768	ENSPTRT00000108164	ZNF729	VGNC Symbol
ENSPTRG00000015459	ENSPTRT00000028853	COPB2	VGNC Symbol
ENSPTRG00000015459	ENSPTRT00000092336	COPB2	VGNC Symbol
ENSPTRG00000015459	ENSPTRT00000092981	COPB2	VGNC Symbol
ENSPTRG00000015459	ENSPTRT00000089599	COPB2	VGNC Symbol
ENSPTRG00000000770	ENSPTRT00000001460	SSBP3	VGNC Symbol
ENSPTRG00000000770	ENSPTRT00000079469	SSBP3	VGNC Symbol
ENSPTRG00000000770	ENSPTRT00000095814	SSBP3	VGNC Symbol
ENSPTRG00000005679	ENSPTRT00000010472	ZMYM5	VGNC Symbol
ENSPTRG00000005679	ENSPTRT00000107161	ZMYM5	VGNC Symbol
ENSPTRG00000005679	ENSPTRT00000095894	ZMYM5	VGNC Symbol
ENSPTRG00000007569	ENSPTRT00000079504	LMF1	VGNC Symbol
ENSPTRG00000007569	ENSPTRT00000013964	LMF1	VGNC Symbol
ENSPTRG00000006939	ENSPTRT00000050252	INO80	VGNC Symbol
ENSPTRG00000006939	ENSPTRT00000101804	INO80	VGNC Symbol
ENSPTRG00000006939	ENSPTRT00000097943	INO80	VGNC Symbol
ENSPTRG00000018070	ENSPTRT00000033404	SNRPC	VGNC Symbol
ENSPTRG00000002928	ENSPTRT00000005577	CFAP58	VGNC Symbol
ENSPTRG00000002928	ENSPTRT00000102333	CFAP58	VGNC Symbol
ENSPTRG00000002928	ENSPTRT00000079154	CFAP58	VGNC Symbol
ENSPTRG00000008714	ENSPTRT00000016052	CHD3	VGNC Symbol
ENSPTRG00000008714	ENSPTRT00000091509	CHD3	VGNC Symbol
ENSPTRG00000008714	ENSPTRT00000105390	CHD3	VGNC Symbol
ENSPTRG00000008714	ENSPTRT00000077653	CHD3	VGNC Symbol
ENSPTRG00000008714	ENSPTRT00000109732	CHD3	VGNC Symbol
ENSPTRG00000012031	ENSPTRT00000022384	TGFA	VGNC Symbol
ENSPTRG00000012031	ENSPTRT00000092817	TGFA	VGNC Symbol
ENSPTRG00000012031	ENSPTRT00000077558	TGFA	VGNC Symbol
ENSPTRG00000012031	ENSPTRT00000089617	TGFA	VGNC Symbol
ENSPTRG00000041722	ENSPTRT00000072280		
ENSPTRG00000051044	ENSPTRT00000076955		
ENSPTRG00000002664	ENSPTRT00000079912	POLR3A	VGNC Symbol
ENSPTRG00000002664	ENSPTRT00000082024	POLR3A	VGNC Symbol
ENSPTRG00000002664	ENSPTRT00000005022	POLR3A	VGNC Symbol
ENSPTRG00000016504	ENSPTRT00000105880	DCLK2	VGNC Symbol
ENSPTRG00000016504	ENSPTRT00000083016	DCLK2	VGNC Symbol
ENSPTRG00000016504	ENSPTRT00000099132	DCLK2	VGNC Symbol
ENSPTRG00000016504	ENSPTRT00000085050	DCLK2	VGNC Symbol
ENSPTRG00000016504	ENSPTRT00000087842	DCLK2	VGNC Symbol
ENSPTRG00000016504	ENSPTRT00000030676	DCLK2	VGNC Symbol
ENSPTRG00000009676	ENSPTRT00000017755	UBALD2	VGNC Symbol
ENSPTRG00000039978	ENSPTRT00000074633		
ENSPTRG00000044181	ENSPTRT00000105373		
ENSPTRG00000052123	ENSPTRT00000102183		
ENSPTRG00000006587	ENSPTRT00000079590	SNW1	VGNC Symbol
ENSPTRG00000006587	ENSPTRT00000012082	SNW1	VGNC Symbol
ENSPTRG00000021287	ENSPTRT00000039357	ORM2	HGNC Symbol
ENSPTRG00000019997	ENSPTRT00000037051	FDFT1	VGNC Symbol
ENSPTRG00000019997	ENSPTRT00000087029	FDFT1	VGNC Symbol
ENSPTRG00000019997	ENSPTRT00000099009	FDFT1	VGNC Symbol
ENSPTRG00000019997	ENSPTRT00000082661	FDFT1	VGNC Symbol
ENSPTRG00000022667	ENSPTRT00000066636	ZNF135	VGNC Symbol
ENSPTRG00000022667	ENSPTRT00000105384	ZNF135	VGNC Symbol
ENSPTRG00000022667	ENSPTRT00000104414	ZNF135	VGNC Symbol
ENSPTRG00000022667	ENSPTRT00000110421	ZNF135	VGNC Symbol
ENSPTRG00000004271	ENSPTRT00000007955	ALG9	NCBI gene
ENSPTRG00000004271	ENSPTRT00000087395	ALG9	NCBI gene
ENSPTRG00000004271	ENSPTRT00000098844	ALG9	NCBI gene
ENSPTRG00000004271	ENSPTRT00000105278	ALG9	NCBI gene
ENSPTRG00000047153	ENSPTRT00000088022		
ENSPTRG00000028446	ENSPTRT00000073486		
ENSPTRG00000042979	ENSPTRT00000081455		
ENSPTRG00000001173	ENSPTRT00000002179	WARS2	VGNC Symbol
ENSPTRG00000001173	ENSPTRT00000072325	WARS2	VGNC Symbol
ENSPTRG00000003017	ENSPTRT00000005758	C10H10orf88	VGNC Symbol
ENSPTRG00000020837	ENSPTRT00000038553	MOB3B	VGNC Symbol
ENSPTRG00000006536	ENSPTRT00000059406	ISCA2	VGNC Symbol
ENSPTRG00000006536	ENSPTRT00000077083	ISCA2	VGNC Symbol
ENSPTRG00000017464	ENSPTRT00000032286	ITK	VGNC Symbol
ENSPTRG00000017464	ENSPTRT00000084414	ITK	VGNC Symbol
ENSPTRG00000016155	ENSPTRT00000030086	CXCL6	VGNC Symbol
ENSPTRG00000049041	ENSPTRT00000103084		
ENSPTRG00000016744	ENSPTRT00000031100	RETREG1	VGNC Symbol
ENSPTRG00000016744	ENSPTRT00000098070	RETREG1	VGNC Symbol
ENSPTRG00000016744	ENSPTRT00000102983	RETREG1	VGNC Symbol
ENSPTRG00000020257	ENSPTRT00000037536	XKR4	VGNC Symbol
ENSPTRG00000015748	ENSPTRT00000029345	HRASLS	VGNC Symbol
ENSPTRG00000002478	ENSPTRT00000108080	MAPK8	VGNC Symbol
ENSPTRG00000002478	ENSPTRT00000045068	MAPK8	VGNC Symbol
ENSPTRG00000002478	ENSPTRT00000104160	MAPK8	VGNC Symbol
ENSPTRG00000002478	ENSPTRT00000076735	MAPK8	VGNC Symbol
ENSPTRG00000002478	ENSPTRT00000103905	MAPK8	VGNC Symbol
ENSPTRG00000005021	ENSPTRT00000009242	NPFF	VGNC Symbol
ENSPTRG00000042762	ENSPTRT00000085416		
ENSPTRG00000003820	ENSPTRT00000111146	STIP1	VGNC Symbol
ENSPTRG00000003820	ENSPTRT00000045939	STIP1	VGNC Symbol
ENSPTRG00000003820	ENSPTRT00000090369	STIP1	VGNC Symbol
ENSPTRG00000003820	ENSPTRT00000105692	STIP1	VGNC Symbol
ENSPTRG00000003820	ENSPTRT00000098118	STIP1	VGNC Symbol
ENSPTRG00000017050	ENSPTRT00000031598	ATG10	VGNC Symbol
ENSPTRG00000017050	ENSPTRT00000108753	ATG10	VGNC Symbol
ENSPTRG00000049337	ENSPTRT00000109762		
ENSPTRG00000008628	ENSPTRT00000015914	RABEP1	VGNC Symbol
ENSPTRG00000008628	ENSPTRT00000103178	RABEP1	VGNC Symbol
ENSPTRG00000008628	ENSPTRT00000105111	RABEP1	VGNC Symbol
ENSPTRG00000013460	ENSPTRT00000025032	RAB5IF	VGNC Symbol
ENSPTRG00000013460	ENSPTRT00000093518	RAB5IF	VGNC Symbol
ENSPTRG00000011821	ENSPTRT00000050123	LTBP1	VGNC Symbol
ENSPTRG00000011821	ENSPTRT00000087829	LTBP1	VGNC Symbol
ENSPTRG00000011821	ENSPTRT00000100387	LTBP1	VGNC Symbol
ENSPTRG00000011821	ENSPTRT00000077712	LTBP1	VGNC Symbol
ENSPTRG00000000973	ENSPTRT00000001833	GCLM	VGNC Symbol
ENSPTRG00000000973	ENSPTRT00000110401	GCLM	VGNC Symbol
ENSPTRG00000000973	ENSPTRT00000102240	GCLM	VGNC Symbol
ENSPTRG00000000973	ENSPTRT00000095730	GCLM	VGNC Symbol
ENSPTRG00000033952	ENSPTRT00000066249		
ENSPTRG00000051182	ENSPTRT00000076525	IL31	VGNC Symbol
ENSPTRG00000021514	ENSPTRT00000039846	SURF6	VGNC Symbol
ENSPTRG00000021514	ENSPTRT00000104193	SURF6	VGNC Symbol
ENSPTRG00000022571	ENSPTRT00000042361	GALP	VGNC Symbol
ENSPTRG00000022571	ENSPTRT00000080470	GALP	VGNC Symbol
ENSPTRG00000000519	ENSPTRT00000001019	ZMYM4	VGNC Symbol
ENSPTRG00000000519	ENSPTRT00000096839	ZMYM4	VGNC Symbol
ENSPTRG00000005408	ENSPTRT00000093647	CORO1C	VGNC Symbol
ENSPTRG00000005408	ENSPTRT00000009921	CORO1C	VGNC Symbol
ENSPTRG00000005408	ENSPTRT00000099146	CORO1C	VGNC Symbol
ENSPTRG00000001577	ENSPTRT00000002879	NDUFS2	VGNC Symbol
ENSPTRG00000019378	ENSPTRT00000035859	ZNF804B	VGNC Symbol
ENSPTRG00000007010	ENSPTRT00000012942	CASC4	VGNC Symbol
ENSPTRG00000007010	ENSPTRT00000088836	CASC4	VGNC Symbol
ENSPTRG00000006249	ENSPTRT00000083597	NPAS3	VGNC Symbol
ENSPTRG00000006249	ENSPTRT00000011462	NPAS3	VGNC Symbol
ENSPTRG00000006249	ENSPTRT00000093089	NPAS3	VGNC Symbol
ENSPTRG00000006249	ENSPTRT00000099128	NPAS3	VGNC Symbol
ENSPTRG00000008944	ENSPTRT00000016496	PIPOX	VGNC Symbol
ENSPTRG00000017164	ENSPTRT00000031778	DTWD2	VGNC Symbol
ENSPTRG00000017164	ENSPTRT00000103691	DTWD2	VGNC Symbol
ENSPTRG00000017164	ENSPTRT00000082731	DTWD2	VGNC Symbol
ENSPTRG00000017164	ENSPTRT00000077849	DTWD2	VGNC Symbol
ENSPTRG00000018722	ENSPTRT00000034562	MTRF1L	VGNC Symbol
ENSPTRG00000018722	ENSPTRT00000110773	MTRF1L	VGNC Symbol
ENSPTRG00000019442	ENSPTRT00000043520	TRRAP	VGNC Symbol
ENSPTRG00000019442	ENSPTRT00000044707	TRRAP	VGNC Symbol
ENSPTRG00000019442	ENSPTRT00000080322	TRRAP	VGNC Symbol
ENSPTRG00000019442	ENSPTRT00000100019	TRRAP	VGNC Symbol
ENSPTRG00000019442	ENSPTRT00000110494	TRRAP	VGNC Symbol
ENSPTRG00000051000	ENSPTRT00000092866		
ENSPTRG00000012760	ENSPTRT00000085419	SLC39A10	VGNC Symbol
ENSPTRG00000012760	ENSPTRT00000023644	SLC39A10	VGNC Symbol
ENSPTRG00000016347	ENSPTRT00000108389	PAPSS1	VGNC Symbol
ENSPTRG00000016347	ENSPTRT00000030418	PAPSS1	VGNC Symbol
ENSPTRG00000052776	ENSPTRT00000100150		
ENSPTRG00000006126	ENSPTRT00000092847	TOX4	VGNC Symbol
ENSPTRG00000006126	ENSPTRT00000011236	TOX4	VGNC Symbol
ENSPTRG00000006126	ENSPTRT00000101689	TOX4	VGNC Symbol
