Gene stable ID	Transcript stable ID	Gene name	Source of gene name
ENSPTRG00000049545	ENSPTRT00000110311		
ENSPTRG00000047744	ENSPTRT00000096665		
ENSPTRG00000016482	ENSPTRT00000095539	OTUD4	VGNC Symbol
ENSPTRG00000016482	ENSPTRT00000030637	OTUD4	VGNC Symbol
ENSPTRG00000000033	ENSPTRT00000048681	ATAD3C	VGNC Symbol
ENSPTRG00000010576	ENSPTRT00000019501	RLN3	VGNC Symbol
ENSPTRG00000010576	ENSPTRT00000081243	RLN3	VGNC Symbol
ENSPTRG00000020437	ENSPTRT00000037815	C8H8orf37	VGNC Symbol
ENSPTRG00000046296	ENSPTRT00000105264		
ENSPTRG00000017208	ENSPTRT00000048701	CDC42SE2	VGNC Symbol
ENSPTRG00000021404	ENSPTRT00000039602	ST6GALNAC4	VGNC Symbol
ENSPTRG00000001666	ENSPTRT00000003021	KIFAP3	VGNC Symbol
ENSPTRG00000001666	ENSPTRT00000083142	KIFAP3	VGNC Symbol
ENSPTRG00000001666	ENSPTRT00000104842	KIFAP3	VGNC Symbol
ENSPTRG00000001666	ENSPTRT00000093200	KIFAP3	VGNC Symbol
ENSPTRG00000002788	ENSPTRT00000081363	CC2D2B	VGNC Symbol
ENSPTRG00000002788	ENSPTRT00000005273	CC2D2B	VGNC Symbol
ENSPTRG00000002788	ENSPTRT00000011817	CC2D2B	VGNC Symbol
ENSPTRG00000014721	ENSPTRT00000027533	DYNC1LI1	VGNC Symbol
ENSPTRG00000014721	ENSPTRT00000094626	DYNC1LI1	VGNC Symbol
ENSPTRG00000014721	ENSPTRT00000086837	DYNC1LI1	VGNC Symbol
ENSPTRG00000021080	ENSPTRT00000038993	CTSL	VGNC Symbol
ENSPTRG00000050436	ENSPTRT00000095879	RAG1	HGNC Symbol
ENSPTRG00000050436	ENSPTRT00000076861	RAG1	HGNC Symbol
ENSPTRG00000008421	ENSPTRT00000091913	USP10	VGNC Symbol
ENSPTRG00000008421	ENSPTRT00000084789	USP10	VGNC Symbol
ENSPTRG00000008421	ENSPTRT00000098614	USP10	VGNC Symbol
ENSPTRG00000008421	ENSPTRT00000015524	USP10	VGNC Symbol
ENSPTRG00000051264	ENSPTRT00000110533		
ENSPTRG00000000656	ENSPTRT00000085322	RNF220	VGNC Symbol
ENSPTRG00000000656	ENSPTRT00000046065	RNF220	VGNC Symbol
ENSPTRG00000000656	ENSPTRT00000091210	RNF220	VGNC Symbol
ENSPTRG00000002511	ENSPTRT00000004697	DKK1	VGNC Symbol
ENSPTRG00000001856	ENSPTRT00000003372	KDM5B	VGNC Symbol
ENSPTRG00000001856	ENSPTRT00000077352	KDM5B	VGNC Symbol
ENSPTRG00000046829	ENSPTRT00000100605		
ENSPTRG00000044053	ENSPTRT00000110788	CD302	HGNC Symbol
ENSPTRG00000044053	ENSPTRT00000085433	CD302	HGNC Symbol
ENSPTRG00000044053	ENSPTRT00000096114	CD302	HGNC Symbol
ENSPTRG00000044053	ENSPTRT00000087915	CD302	HGNC Symbol
ENSPTRG00000044053	ENSPTRT00000094005	CD302	HGNC Symbol
ENSPTRG00000017146	ENSPTRT00000031756	PGGT1B	VGNC Symbol
ENSPTRG00000017146	ENSPTRT00000084707	PGGT1B	VGNC Symbol
ENSPTRG00000022241	ENSPTRT00000041457	MCTS1	VGNC Symbol
ENSPTRG00000022241	ENSPTRT00000066045	MCTS1	VGNC Symbol
ENSPTRG00000051085	ENSPTRT00000092922	ARFGAP3	VGNC Symbol
ENSPTRG00000051085	ENSPTRT00000111011	ARFGAP3	VGNC Symbol
ENSPTRG00000051085	ENSPTRT00000099110	ARFGAP3	VGNC Symbol
ENSPTRG00000017612	ENSPTRT00000102545	GRM6	VGNC Symbol
ENSPTRG00000017612	ENSPTRT00000032564	GRM6	VGNC Symbol
ENSPTRG00000009215	ENSPTRT00000016950	CCR10	VGNC Symbol
ENSPTRG00000002704	ENSPTRT00000093312	OPN4	VGNC Symbol
ENSPTRG00000002704	ENSPTRT00000094717	OPN4	VGNC Symbol
ENSPTRG00000002704	ENSPTRT00000005105	OPN4	VGNC Symbol
ENSPTRG00000022086	ENSPTRT00000041132	TNMD	VGNC Symbol
ENSPTRG00000004474	ENSPTRT00000008285	BARX2	VGNC Symbol
ENSPTRG00000042167	ENSPTRT00000074824		
ENSPTRG00000052093	ENSPTRT00000105729		
ENSPTRG00000052093	ENSPTRT00000078893		
ENSPTRG00000042883	ENSPTRT00000110334		
ENSPTRG00000042677	ENSPTRT00000081276		
ENSPTRG00000017492	ENSPTRT00000032342	PTTG1	NCBI gene
ENSPTRG00000047450	ENSPTRT00000097503	PRCD	VGNC Symbol
ENSPTRG00000009796	ENSPTRT00000076655	CSNK1D	VGNC Symbol
ENSPTRG00000009796	ENSPTRT00000088411	CSNK1D	VGNC Symbol
ENSPTRG00000009796	ENSPTRT00000017987	CSNK1D	VGNC Symbol
ENSPTRG00000002883	ENSPTRT00000078126	PPRC1	HGNC Symbol
ENSPTRG00000002883	ENSPTRT00000105869	PPRC1	HGNC Symbol
ENSPTRG00000002883	ENSPTRT00000005494	PPRC1	HGNC Symbol
ENSPTRG00000022226	ENSPTRT00000041421	NKRF	VGNC Symbol
ENSPTRG00000022226	ENSPTRT00000095052	NKRF	VGNC Symbol
ENSPTRG00000043203	ENSPTRT00000100182		
ENSPTRG00000013607	ENSPTRT00000025357	KCNB1	VGNC Symbol
ENSPTRG00000048635	ENSPTRT00000096613		
ENSPTRG00000021384	ENSPTRT00000039557	ANGPTL2	VGNC Symbol
ENSPTRG00000000479	ENSPTRT00000109283	LCK	VGNC Symbol
ENSPTRG00000000479	ENSPTRT00000099055	LCK	VGNC Symbol
ENSPTRG00000000479	ENSPTRT00000000940	LCK	VGNC Symbol
ENSPTRG00000049145	ENSPTRT00000088311		
ENSPTRG00000010412	ENSPTRT00000019135	TIMM44	VGNC Symbol
ENSPTRG00000010412	ENSPTRT00000104139	TIMM44	VGNC Symbol
ENSPTRG00000004567	ENSPTRT00000008447	CD9	VGNC Symbol
ENSPTRG00000004567	ENSPTRT00000080330	CD9	VGNC Symbol
ENSPTRG00000051088	ENSPTRT00000081426		
ENSPTRG00000051088	ENSPTRT00000085956		
ENSPTRG00000012090	ENSPTRT00000022484	CCDC142	VGNC Symbol
ENSPTRG00000045588	ENSPTRT00000095853	HS3ST3A1	HGNC Symbol
ENSPTRG00000045588	ENSPTRT00000091945	HS3ST3A1	HGNC Symbol
ENSPTRG00000046723	ENSPTRT00000100887		
ENSPTRG00000024162	ENSPTRT00000047716	PCDH18	VGNC Symbol
ENSPTRG00000024162	ENSPTRT00000100301	PCDH18	VGNC Symbol
ENSPTRG00000017327	ENSPTRT00000032057	ZMAT2	VGNC Symbol
ENSPTRG00000041282	ENSPTRT00000095055	ZNF879	VGNC Symbol
ENSPTRG00000041282	ENSPTRT00000075401	ZNF879	VGNC Symbol
ENSPTRG00000000346	ENSPTRT00000092464	NIPAL3	VGNC Symbol
ENSPTRG00000000346	ENSPTRT00000000685	NIPAL3	VGNC Symbol
ENSPTRG00000000346	ENSPTRT00000103439	NIPAL3	VGNC Symbol
ENSPTRG00000000346	ENSPTRT00000092939	NIPAL3	VGNC Symbol
ENSPTRG00000046496	ENSPTRT00000099193		
ENSPTRG00000017727	ENSPTRT00000084974	NEDD9	VGNC Symbol
ENSPTRG00000017727	ENSPTRT00000105903	NEDD9	VGNC Symbol
ENSPTRG00000017727	ENSPTRT00000106894	NEDD9	VGNC Symbol
ENSPTRG00000017727	ENSPTRT00000091538	NEDD9	VGNC Symbol
ENSPTRG00000017727	ENSPTRT00000064592	NEDD9	VGNC Symbol
ENSPTRG00000017727	ENSPTRT00000103809	NEDD9	VGNC Symbol
ENSPTRG00000052270	ENSPTRT00000108981		
ENSPTRG00000045345	ENSPTRT00000109809		
ENSPTRG00000045345	ENSPTRT00000104078		
ENSPTRG00000014576	ENSPTRT00000102680	GRM7	VGNC Symbol
ENSPTRG00000014576	ENSPTRT00000082261	GRM7	VGNC Symbol
ENSPTRG00000014576	ENSPTRT00000027259	GRM7	VGNC Symbol
ENSPTRG00000005236	ENSPTRT00000111128	GLIPR1L2	VGNC Symbol
ENSPTRG00000005236	ENSPTRT00000009630	GLIPR1L2	VGNC Symbol
ENSPTRG00000005236	ENSPTRT00000080826	GLIPR1L2	VGNC Symbol
ENSPTRG00000002297	ENSPTRT00000004209	CCDC3	VGNC Symbol
ENSPTRG00000002297	ENSPTRT00000092220	CCDC3	VGNC Symbol
ENSPTRG00000049961	ENSPTRT00000055565		
ENSPTRG00000004961	ENSPTRT00000009161	ANKRD33	VGNC Symbol
ENSPTRG00000004961	ENSPTRT00000092365	ANKRD33	VGNC Symbol
ENSPTRG00000001960	ENSPTRT00000003584	TMEM206	VGNC Symbol
ENSPTRG00000001960	ENSPTRT00000107342	TMEM206	VGNC Symbol
ENSPTRG00000008385	ENSPTRT00000060106	C16H16orf46	VGNC Symbol
ENSPTRG00000019343	ENSPTRT00000077061	GNAI1	VGNC Symbol
ENSPTRG00000019343	ENSPTRT00000035798	GNAI1	VGNC Symbol
ENSPTRG00000019343	ENSPTRT00000091179	GNAI1	VGNC Symbol
ENSPTRG00000016449	ENSPTRT00000030578	ELF2	VGNC Symbol
ENSPTRG00000016449	ENSPTRT00000097468	ELF2	VGNC Symbol
ENSPTRG00000016449	ENSPTRT00000103548	ELF2	VGNC Symbol
ENSPTRG00000016449	ENSPTRT00000089794	ELF2	VGNC Symbol
ENSPTRG00000016449	ENSPTRT00000084917	ELF2	VGNC Symbol
ENSPTRG00000020666	ENSPTRT00000038217	MAPK15	VGNC Symbol
ENSPTRG00000020666	ENSPTRT00000081284	MAPK15	VGNC Symbol
ENSPTRG00000004032	ENSPTRT00000007518	PHOX2A	VGNC Symbol
ENSPTRG00000041316	ENSPTRT00000094661	ACBD7	VGNC Symbol
ENSPTRG00000041316	ENSPTRT00000074787	ACBD7	VGNC Symbol
ENSPTRG00000051012	ENSPTRT00000081882		
ENSPTRG00000049270	ENSPTRT00000096283		
ENSPTRG00000004215	ENSPTRT00000007862	MMP7	VGNC Symbol
ENSPTRG00000015576	ENSPTRT00000029052	IL12A	VGNC Symbol
ENSPTRG00000015576	ENSPTRT00000105755	IL12A	VGNC Symbol
ENSPTRG00000015576	ENSPTRT00000103982	IL12A	VGNC Symbol
ENSPTRG00000014812	ENSPTRT00000089593	ABHD5	VGNC Symbol
ENSPTRG00000014812	ENSPTRT00000100480	ABHD5	VGNC Symbol
ENSPTRG00000014812	ENSPTRT00000109834	ABHD5	VGNC Symbol
ENSPTRG00000014812	ENSPTRT00000027689	ABHD5	VGNC Symbol
ENSPTRG00000020955	ENSPTRT00000038768	SHB	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000100788	ABI2	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000086265	ABI2	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000086488	ABI2	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000023794	ABI2	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000103939	ABI2	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000097761	ABI2	VGNC Symbol
ENSPTRG00000012830	ENSPTRT00000085442	ABI2	VGNC Symbol
ENSPTRG00000008031	ENSPTRT00000097772	VKORC1	VGNC Symbol
ENSPTRG00000008031	ENSPTRT00000014815	VKORC1	VGNC Symbol
ENSPTRG00000008031	ENSPTRT00000109005	VKORC1	VGNC Symbol
ENSPTRG00000008031	ENSPTRT00000110475	VKORC1	VGNC Symbol
ENSPTRG00000008031	ENSPTRT00000085714	VKORC1	VGNC Symbol
ENSPTRG00000008031	ENSPTRT00000085752	VKORC1	VGNC Symbol
ENSPTRG00000048890	ENSPTRT00000085275		
ENSPTRG00000013493	ENSPTRT00000025100	ACTR5	VGNC Symbol
ENSPTRG00000011776	ENSPTRT00000090966	GPN1	VGNC Symbol
ENSPTRG00000011776	ENSPTRT00000021925	GPN1	VGNC Symbol
ENSPTRG00000011776	ENSPTRT00000101461	GPN1	VGNC Symbol
ENSPTRG00000011776	ENSPTRT00000104208	GPN1	VGNC Symbol
ENSPTRG00000001055	ENSPTRT00000001981	GNAI3	VGNC Symbol
ENSPTRG00000011733	ENSPTRT00000021854	HADHB	VGNC Symbol
ENSPTRG00000011733	ENSPTRT00000081292	HADHB	VGNC Symbol
ENSPTRG00000011733	ENSPTRT00000103440	HADHB	VGNC Symbol
ENSPTRG00000011733	ENSPTRT00000086555	HADHB	VGNC Symbol
ENSPTRG00000011733	ENSPTRT00000098433	HADHB	VGNC Symbol
ENSPTRG00000048005	ENSPTRT00000105545		
ENSPTRG00000017159	ENSPTRT00000031771	COMMD10	VGNC Symbol
ENSPTRG00000017159	ENSPTRT00000109303	COMMD10	VGNC Symbol
ENSPTRG00000002380	ENSPTRT00000083043	ACBD5	VGNC Symbol
ENSPTRG00000002380	ENSPTRT00000004372	ACBD5	VGNC Symbol
ENSPTRG00000021818	ENSPTRT00000040524	NDP	VGNC Symbol
ENSPTRG00000011128	ENSPTRT00000046577	APOC1	VGNC Symbol
ENSPTRG00000011128	ENSPTRT00000092584	APOC1	VGNC Symbol
ENSPTRG00000011128	ENSPTRT00000092823	APOC1	VGNC Symbol
ENSPTRG00000011128	ENSPTRT00000099936	APOC1	VGNC Symbol
ENSPTRG00000049234	ENSPTRT00000107033		
ENSPTRG00000001864	ENSPTRT00000003387	TMEM183A	VGNC Symbol
ENSPTRG00000005971	ENSPTRT00000010956	ABCC4	VGNC Symbol
ENSPTRG00000005971	ENSPTRT00000102283	ABCC4	VGNC Symbol
ENSPTRG00000005971	ENSPTRT00000087534	ABCC4	VGNC Symbol
ENSPTRG00000003309	ENSPTRT00000006278	ZNF215	VGNC Symbol
ENSPTRG00000003309	ENSPTRT00000006277	ZNF215	VGNC Symbol
ENSPTRG00000050648	ENSPTRT00000109977	ST8SIA1	VGNC Symbol
ENSPTRG00000050648	ENSPTRT00000079089	ST8SIA1	VGNC Symbol
ENSPTRG00000050648	ENSPTRT00000100357	ST8SIA1	VGNC Symbol
ENSPTRG00000050648	ENSPTRT00000107427	ST8SIA1	VGNC Symbol
ENSPTRG00000051760	ENSPTRT00000096902	RPUSD3	HGNC Symbol
ENSPTRG00000051760	ENSPTRT00000092711	RPUSD3	HGNC Symbol
ENSPTRG00000051760	ENSPTRT00000078272	RPUSD3	HGNC Symbol
ENSPTRG00000014801	ENSPTRT00000027668	CCDC13	VGNC Symbol
ENSPTRG00000019015	ENSPTRT00000035155		
ENSPTRG00000017951	ENSPTRT00000062022	CCHCR1	VGNC Symbol
ENSPTRG00000017951	ENSPTRT00000108325	CCHCR1	VGNC Symbol
ENSPTRG00000017951	ENSPTRT00000096795	CCHCR1	VGNC Symbol
ENSPTRG00000017951	ENSPTRT00000087541	CCHCR1	VGNC Symbol
ENSPTRG00000044900	ENSPTRT00000087841		
ENSPTRG00000049997	ENSPTRT00000079742		
ENSPTRG00000001447	ENSPTRT00000002663	LMNA	VGNC Symbol
ENSPTRG00000001447	ENSPTRT00000109884	LMNA	VGNC Symbol
ENSPTRG00000001447	ENSPTRT00000081410	LMNA	VGNC Symbol
ENSPTRG00000001447	ENSPTRT00000104493	LMNA	VGNC Symbol
ENSPTRG00000001447	ENSPTRT00000094826	LMNA	VGNC Symbol
ENSPTRG00000001447	ENSPTRT00000103429	LMNA	VGNC Symbol
ENSPTRG00000001447	ENSPTRT00000098918	LMNA	VGNC Symbol
ENSPTRG00000044353	ENSPTRT00000095904	GATD1	HGNC Symbol
ENSPTRG00000044353	ENSPTRT00000095351	GATD1	HGNC Symbol
ENSPTRG00000044353	ENSPTRT00000096447	GATD1	HGNC Symbol
ENSPTRG00000021702	ENSPTRT00000100496	RBBP7	VGNC Symbol
ENSPTRG00000021702	ENSPTRT00000040245	RBBP7	VGNC Symbol
ENSPTRG00000004729	ENSPTRT00000008734	ARHGDIB	VGNC Symbol
ENSPTRG00000012895	ENSPTRT00000023911	TMEM169	VGNC Symbol
ENSPTRG00000016481	ENSPTRT00000030635	ABCE1	VGNC Symbol
ENSPTRG00000016481	ENSPTRT00000089662	ABCE1	VGNC Symbol
ENSPTRG00000045952	ENSPTRT00000104720		
ENSPTRG00000000886	ENSPTRT00000061568	NEXN	VGNC Symbol
ENSPTRG00000000886	ENSPTRT00000108281	NEXN	VGNC Symbol
ENSPTRG00000017087	ENSPTRT00000031662	RHOBTB3	VGNC Symbol
ENSPTRG00000017087	ENSPTRT00000106498	RHOBTB3	VGNC Symbol
ENSPTRG00000017087	ENSPTRT00000108050	RHOBTB3	VGNC Symbol
ENSPTRG00000000100	ENSPTRT00000063808	UTS2	VGNC Symbol
ENSPTRG00000000100	ENSPTRT00000100095	UTS2	VGNC Symbol
ENSPTRG00000000100	ENSPTRT00000093420	UTS2	VGNC Symbol
ENSPTRG00000031004	ENSPTRT00000059911	C17H17orf107	VGNC Symbol
ENSPTRG00000009017	ENSPTRT00000016617	SLFN11	VGNC Symbol
ENSPTRG00000011223	ENSPTRT00000020856	PLA2G4C	VGNC Symbol
ENSPTRG00000045887	ENSPTRT00000111253		
ENSPTRG00000011933	ENSPTRT00000022216	PPP4R3B	VGNC Symbol
ENSPTRG00000011933	ENSPTRT00000100982	PPP4R3B	VGNC Symbol
ENSPTRG00000011933	ENSPTRT00000090867	PPP4R3B	VGNC Symbol
ENSPTRG00000011933	ENSPTRT00000102630	PPP4R3B	VGNC Symbol
ENSPTRG00000011933	ENSPTRT00000087294	PPP4R3B	VGNC Symbol
ENSPTRG00000011933	ENSPTRT00000099024	PPP4R3B	VGNC Symbol
ENSPTRG00000024190	ENSPTRT00000046604	FAR1	VGNC Symbol
ENSPTRG00000024190	ENSPTRT00000103374	FAR1	VGNC Symbol
ENSPTRG00000007888	ENSPTRT00000093228	UBFD1	VGNC Symbol
ENSPTRG00000007888	ENSPTRT00000014539	UBFD1	VGNC Symbol
ENSPTRG00000007888	ENSPTRT00000110982	UBFD1	VGNC Symbol
ENSPTRG00000018907	ENSPTRT00000034940	CYTH3	VGNC Symbol
ENSPTRG00000018907	ENSPTRT00000097973	CYTH3	VGNC Symbol
ENSPTRG00000013848	ENSPTRT00000025827	SCAF4	VGNC Symbol
ENSPTRG00000013848	ENSPTRT00000109773	SCAF4	VGNC Symbol
ENSPTRG00000013848	ENSPTRT00000084131	SCAF4	VGNC Symbol
ENSPTRG00000005610	ENSPTRT00000065279	DNAH10	VGNC Symbol
ENSPTRG00000005610	ENSPTRT00000105618	DNAH10	VGNC Symbol
ENSPTRG00000049217	ENSPTRT00000088599		
ENSPTRG00000049217	ENSPTRT00000109716		
ENSPTRG00000008757	ENSPTRT00000050205	USP43	VGNC Symbol
ENSPTRG00000023546	ENSPTRT00000043321	GK2	VGNC Symbol
ENSPTRG00000023546	ENSPTRT00000088670	GK2	VGNC Symbol
ENSPTRG00000011548	ENSPTRT00000098749	ZNF460	VGNC Symbol
ENSPTRG00000011548	ENSPTRT00000021534	ZNF460	VGNC Symbol
ENSPTRG00000006623	ENSPTRT00000012169	PSMC1	VGNC Symbol
ENSPTRG00000021280	ENSPTRT00000039337	POLE3	VGNC Symbol
ENSPTRG00000020662	ENSPTRT00000038211	TSTA3	HGNC Symbol
ENSPTRG00000015757	ENSPTRT00000029363	ATP13A3	VGNC Symbol
ENSPTRG00000015757	ENSPTRT00000096363	ATP13A3	VGNC Symbol
ENSPTRG00000012413	ENSPTRT00000043980	GLI2	VGNC Symbol
ENSPTRG00000012413	ENSPTRT00000088765	GLI2	VGNC Symbol
ENSPTRG00000012413	ENSPTRT00000093658	GLI2	VGNC Symbol
ENSPTRG00000051684	ENSPTRT00000108137		
ENSPTRG00000051684	ENSPTRT00000078072		
ENSPTRG00000048655	ENSPTRT00000092765		
ENSPTRG00000001178	ENSPTRT00000002188	PHGDH	VGNC Symbol
ENSPTRG00000001178	ENSPTRT00000086241	PHGDH	VGNC Symbol
ENSPTRG00000001178	ENSPTRT00000079478	PHGDH	VGNC Symbol
ENSPTRG00000001178	ENSPTRT00000089549	PHGDH	VGNC Symbol
ENSPTRG00000006159	ENSPTRT00000011290	ACIN1	VGNC Symbol
ENSPTRG00000006159	ENSPTRT00000102894	ACIN1	VGNC Symbol
ENSPTRG00000006159	ENSPTRT00000077863	ACIN1	VGNC Symbol
ENSPTRG00000006159	ENSPTRT00000091551	ACIN1	VGNC Symbol
ENSPTRG00000006159	ENSPTRT00000079219	ACIN1	VGNC Symbol
ENSPTRG00000006159	ENSPTRT00000100455	ACIN1	VGNC Symbol
ENSPTRG00000009570	ENSPTRT00000017549		
ENSPTRG00000004312	ENSPTRT00000008019	ZPR1	VGNC Symbol
ENSPTRG00000044982	ENSPTRT00000082815		
ENSPTRG00000012292	ENSPTRT00000022818	CREG2	VGNC Symbol
ENSPTRG00000045250	ENSPTRT00000096594		
ENSPTRG00000007917	ENSPTRT00000014601	KIAA0556	VGNC Symbol
ENSPTRG00000007917	ENSPTRT00000105056	KIAA0556	VGNC Symbol
ENSPTRG00000003443	ENSPTRT00000006499	ANO5	VGNC Symbol
ENSPTRG00000043329	ENSPTRT00000108316		
ENSPTRG00000011234	ENSPTRT00000020876	KDELR1	VGNC Symbol
ENSPTRG00000011234	ENSPTRT00000077971	KDELR1	VGNC Symbol
ENSPTRG00000047433	ENSPTRT00000096707	SLC25A22	HGNC Symbol
ENSPTRG00000047433	ENSPTRT00000078218	SLC25A22	HGNC Symbol
ENSPTRG00000040572	ENSPTRT00000075105	SBK3	VGNC Symbol
ENSPTRG00000010491	ENSPTRT00000019327	SPC24	VGNC Symbol
ENSPTRG00000010491	ENSPTRT00000084802	SPC24	VGNC Symbol
ENSPTRG00000052313	ENSPTRT00000098734	FBXO17	VGNC Symbol
ENSPTRG00000023924	ENSPTRT00000019379	ZNF441	VGNC Symbol
ENSPTRG00000012941	ENSPTRT00000042183	CNPPD1	VGNC Symbol
ENSPTRG00000004519	ENSPTRT00000008370	WNT5B	VGNC Symbol
ENSPTRG00000004519	ENSPTRT00000094805	WNT5B	VGNC Symbol
ENSPTRG00000004519	ENSPTRT00000101306	WNT5B	VGNC Symbol
ENSPTRG00000004519	ENSPTRT00000028147	WNT5B	VGNC Symbol
ENSPTRG00000018632	ENSPTRT00000034408	AHI1	VGNC Symbol
ENSPTRG00000018632	ENSPTRT00000100311	AHI1	VGNC Symbol
ENSPTRG00000018632	ENSPTRT00000085005	AHI1	VGNC Symbol
ENSPTRG00000000523	ENSPTRT00000001025	TFAP2E	VGNC Symbol
ENSPTRG00000022265	ENSPTRT00000041511	AIFM1	VGNC Symbol
ENSPTRG00000022265	ENSPTRT00000092663	AIFM1	VGNC Symbol
ENSPTRG00000022265	ENSPTRT00000101472	AIFM1	VGNC Symbol
ENSPTRG00000022265	ENSPTRT00000089077	AIFM1	VGNC Symbol
ENSPTRG00000050239	ENSPTRT00000079020	TPPP3	VGNC Symbol
ENSPTRG00000010968	ENSPTRT00000020326	ZFP36	VGNC Symbol
ENSPTRG00000003787	ENSPTRT00000087812	TAF6L	VGNC Symbol
ENSPTRG00000003787	ENSPTRT00000007055	TAF6L	VGNC Symbol
ENSPTRG00000008185	ENSPTRT00000015091	GOT2	VGNC Symbol
ENSPTRG00000008185	ENSPTRT00000081603	GOT2	VGNC Symbol
ENSPTRG00000002310	ENSPTRT00000004236	CDNF	VGNC Symbol
ENSPTRG00000009246	ENSPTRT00000016998	DHX8	VGNC Symbol
ENSPTRG00000009246	ENSPTRT00000073630	DHX8	VGNC Symbol
ENSPTRG00000009653	ENSPTRT00000110565	ITGB4	VGNC Symbol
ENSPTRG00000009653	ENSPTRT00000017707	ITGB4	VGNC Symbol
ENSPTRG00000009653	ENSPTRT00000076480	ITGB4	VGNC Symbol
ENSPTRG00000040047	ENSPTRT00000006177	HBB	VGNC Symbol
ENSPTRG00000046328	ENSPTRT00000087744		
ENSPTRG00000023228	ENSPTRT00000045665	OR4A16	HGNC Symbol
ENSPTRG00000009023	ENSPTRT00000085972	GAS2L2	VGNC Symbol
ENSPTRG00000009023	ENSPTRT00000016626	GAS2L2	VGNC Symbol
ENSPTRG00000052447	ENSPTRT00000104641		
ENSPTRG00000043946	ENSPTRT00000093148		
ENSPTRG00000048303	ENSPTRT00000109525		
ENSPTRG00000044598	ENSPTRT00000084479		
ENSPTRG00000047682	ENSPTRT00000101275	FLNA	HGNC Symbol
ENSPTRG00000047682	ENSPTRT00000088410	FLNA	HGNC Symbol
ENSPTRG00000047682	ENSPTRT00000106694	FLNA	HGNC Symbol
ENSPTRG00000047682	ENSPTRT00000093923	FLNA	HGNC Symbol
ENSPTRG00000047682	ENSPTRT00000079416	FLNA	HGNC Symbol
ENSPTRG00000047682	ENSPTRT00000104086	FLNA	HGNC Symbol
ENSPTRG00000012560	ENSPTRT00000023281	DAPL1	VGNC Symbol
ENSPTRG00000012560	ENSPTRT00000098836	DAPL1	VGNC Symbol
ENSPTRG00000012560	ENSPTRT00000108053	DAPL1	VGNC Symbol
ENSPTRG00000012560	ENSPTRT00000077770	DAPL1	VGNC Symbol
ENSPTRG00000012560	ENSPTRT00000090222	DAPL1	VGNC Symbol
ENSPTRG00000012560	ENSPTRT00000087881	DAPL1	VGNC Symbol
ENSPTRG00000044805	ENSPTRT00000099567	ZNF250	VGNC Symbol
ENSPTRG00000044805	ENSPTRT00000111268	ZNF250	VGNC Symbol
ENSPTRG00000044805	ENSPTRT00000103165	ZNF250	VGNC Symbol
ENSPTRG00000020319	ENSPTRT00000044079	CSPP1	VGNC Symbol
ENSPTRG00000020319	ENSPTRT00000089637	CSPP1	VGNC Symbol
ENSPTRG00000020319	ENSPTRT00000100425	CSPP1	VGNC Symbol
ENSPTRG00000020319	ENSPTRT00000099791	CSPP1	VGNC Symbol
ENSPTRG00000040740	ENSPTRT00000076091	LRRC70	VGNC Symbol
ENSPTRG00000007319	ENSPTRT00000065774	RCN2	VGNC Symbol
ENSPTRG00000007319	ENSPTRT00000079770	RCN2	VGNC Symbol
ENSPTRG00000007319	ENSPTRT00000102360	RCN2	VGNC Symbol
ENSPTRG00000000124	ENSPTRT00000086929	NMNAT1	VGNC Symbol
ENSPTRG00000000124	ENSPTRT00000000275	NMNAT1	VGNC Symbol
ENSPTRG00000039969	ENSPTRT00000072296	SLFN14	VGNC Symbol
ENSPTRG00000005448	ENSPTRT00000084724	PPP1CC	VGNC Symbol
ENSPTRG00000005448	ENSPTRT00000105349	PPP1CC	VGNC Symbol
ENSPTRG00000005448	ENSPTRT00000010004	PPP1CC	VGNC Symbol
ENSPTRG00000005448	ENSPTRT00000108344	PPP1CC	VGNC Symbol
ENSPTRG00000018037	ENSPTRT00000065372	RING1	VGNC Symbol
ENSPTRG00000005212	ENSPTRT00000009587	RAB3IP	VGNC Symbol
ENSPTRG00000005212	ENSPTRT00000077119	RAB3IP	VGNC Symbol
ENSPTRG00000003120	ENSPTRT00000005951	LRRC56	VGNC Symbol
ENSPTRG00000003120	ENSPTRT00000104913	LRRC56	VGNC Symbol
ENSPTRG00000018470	ENSPTRT00000034134	SEC63	VGNC Symbol
ENSPTRG00000018470	ENSPTRT00000087262	SEC63	VGNC Symbol
ENSPTRG00000008145	ENSPTRT00000100423	CETP	VGNC Symbol
ENSPTRG00000008145	ENSPTRT00000015015	CETP	VGNC Symbol
ENSPTRG00000017986	ENSPTRT00000033228	LSM2	VGNC Symbol
ENSPTRG00000017986	ENSPTRT00000080501	LSM2	VGNC Symbol
ENSPTRG00000017986	ENSPTRT00000105853	LSM2	VGNC Symbol
ENSPTRG00000000744	ENSPTRT00000066816	SHISAL2A	VGNC Symbol
ENSPTRG00000008846	ENSPTRT00000047151	LLGL1	VGNC Symbol
ENSPTRG00000038736	ENSPTRT00000020126	PRODH2	VGNC Symbol
